Thaw Number,YPC Number,YPC Component,Thaw Name,YPC Name,BD Number,Thaw RA1900,Thaw Dec1900,YPC RA1900,YPC Dec1900,RA1950,Dec1950,RA2000,Dec2000,Thaw B,YPC (B-V),YPC V,Thaw Spectrum,YPC Spectrum,Thaw Rel. Parallax,Thaw Rel. Parallax Error,Delta Pi,Thaw Abs. Parallax,Yale Abs. Parallax,Yale Abs. Parallax Error,Yale Tot. PM,Yale PM Position Angle,No. of Thaw Observations,Thaw Footnotes,Index Card Match Entry,Index Card Field Name,Index Card Mag.,Index Card RA,Index Card Dec,Index Card Equinox,Observations
,4595.0,B,,LTT 7750B,,,,19 31 18.0,-10 39 00,19 34 03.161,-10 32 25.5927,19 36 48.2,-10 25 40,,10.2,--,,K7,,,,,,,,,53,,1976,Sigma_2541,8.5,19 33 _,-10 37 _,1950,"['226 ~ 19141004 +8', '2150 k 19150603 -9', '2166 k 19150604 -15', '2183 k 19150605 -11', '3109 ~ 19150907 +9', '3155 f 19150910 +3', '3196 ~ 19150912 -5', '3248 ~ 19150914 +8', '3377 ~ 19150925 0', '5357 p 19160513 -3', '5396 k 19160520 +7', '5585 p 19160608 -9', '6642 ~ 19160829 0', '6831 ~ 1916091 +6', '6872 ~ 19160913 +17', '6886 ~ 19160916 -2', '9445 k 19170529 +7', '9476 p 19170608 +16', '44786 g 19311009 _', '46871 g 19321007 _', '46884 g 19321008 _', '48115 k 19330523 _', '48194 k 19330607 _', '48959 g 19330929 _', '48980 g 19331001 _', '51099 g 19340920 _', '52166 g 19350610 _', '52685 g 19350911 _', '52753 g 19350924 _', '53801 k 19360601 _', '53814 g 19360605 _', '54337 g 19360925 _', '54389 k 19361004 _', '56704 g 19380613 _', '56746 g 19380616 _', '57224 g 19381001 _', '58813 g 19390914 _', '62276 g 19410912 _', '63662 k 19420914 _', '63689 g 19420921 _', '64838 g 19430620 _', '64850 g 19430621 _', '64853 k 19430622 _', '65508 g 19430913 _', '65526 g 19430915 _', '65666 g 19430928 _', '67097 k 19440619 _', '67556 2k 19440907 _', '67713 g 19440924 _', '68889 g 19450525 _', '68905 g 19450529 _', '69448 g 19451007 _', '69568 4g 19451009 _']"
1299,4643.0,,Nu Aqil,UPS Aql,+7 4210.0,19 40 48.00,+7 22 00.00,19 40 47.9,+07 22 14,19 43 13.703,+07 29 25.6144,19 45 39.9,+07 36 47,5.7,5.91,0.18,A2,A3   IV,20,5,,,25,7.0,0.06,87,63,,2006,49_Aquilae,5.7,19 43 13,+07 29 26,1950,"['75671 k 19490908 _', '77425 g 19500707 _', '77488 g 19500712 _', '77626 k 19500805 _', '77657 g 19500806 _', '77739 g 19500813 _', '77931 g 19500930 _', '79136 g 19510619 _', '79188 k 19510704 _', '79309 k 19510720 _', '79444 p 19510804 _', '79486 k 19510813 _', '79611 k 19510904 _', '79667 3g 19510911 _', '79723 g 19510918 _', '79968 f 19511010 _', '80886 k 19520603 _', '80949 g 19520616 _', '80963 g 19520617 _', '81327 ~ 19520823 WR*', '81457 5k 19520908 _', '82401-2 g 19530604 _', '82414-5 p 19530606 _', '81590 g 19530721 _', '81885 g 19530915 _', '81910 g,2k 19530916 _', '81946 g,f 19530920 _', '81983 g 19530923 _', '84522 g 19540717 _', '84672 g 19540806 _', '84730 g 19540827 _', '84783 g 19540901 _', '84848 g 19540905 _', '86232 k 19550702 _', '86719-0 ~ 19550904 _', '86813-4 g 19550916 _', '86896 2k 19550919 _', '86927 g 19550928 _', '86942-3 k 19551002 _', '87830-1 g 19560526 _', '87963 g 19560613 _', '87974-5 f 19560617 _', '88039-0 g 19560630 _', '88510-1 k 19560920 _', '88665-6 g 19561012 _', '89798-9 g 19570720 _', '89808-9 g 19570721 _', '90638-9 k 19580530 _', '90675-6 k 19580624 _', '91631-2 3k,p 19590620 _', '91811-2 3k,3f 19590820 _', '91910-1 4g,2f 19590905 _', '92708-9 k 19600709 _', '92962-3 ~ 19600828 WR*', '93057-8 k 19601001 _', '93692-3 g 19610613 _', '94121-2 k 19610923 _', '95226-7 k 19620616 _', '95286-7 2k,f 19620628 _', '96550-1 g 19630727 _', '96861-2 4g 19630926 _', '96909-0 k 19631001 _', '98188-9 g 19641014 _']"
1300,4653.0,A,Lal 27626,,+0 4314.0,19 42 30.00,+0 51 00.00,19 42 28.1,+00 50 56,19 45 00.815,+00 58 14.422,19 47 33.3,+01 05 19,6.8,6.8,0.59,G5,G0   IV,25,4,,,27,7.2,0.235,187,36,,2015,Porter_1093,6.8,19 45 01,+00 58 03,1950,"['60350 k 19400920 _', '60364 g 19400922 _', '60380 k 19400925 _', '60508 g 19401006 _', '61729 g 19410528 _', '61791 g 19410619 _', '61809 g 19410620 _', '61825 g 19410622 _', '62321 g 19410915 _', '62348 g 19410916 _', '62361 g 19410919 _', '63401 2k 19420623 _', '63721 g 19420925 _', '63725 g 19420928 _', '64870 g 19430623 _', '65576 g 19430921 _', '68932 g 19450531 _', '68977 g 19450614 _', '68985 k 19450622 _', '69477 g 19451011 _', '69489 g 19451012 _', '71127 g 19460908 _', '72177 k 19470531 _', '72657 g 19470925 _', '73642 f 19480530 _', '73737 k 19480617 _', '75578 g 19490826 _', '75646 g 19490902 _', '75854 f 19490930 _', '75883 g 19491001 _', '77300 g 19500615 _', '77306 g 19500616 _', '77325 2g 19500623 _', '77857 2g 19500903 _', '77926 k 19500923 _', '77942 g 19501001 _']"
1301,4682.0,,PGC 5072,,+24 3914.0,19 47 48.00,+24 44 00.00,19 47 49.0,+24 44 07,19 49 55.211,+24 51 45.4789,19 52 01.5,+24 59 31,5.7,5.57,0.71,F5,A1   Ia,3,4,,,5,7.2,0.004,148,29,,2034,Boss_5072,5.7,19 49 55,+24 51 45,1950,"['18216 f 19190910 _', '18234 5k 19190923 _', '18252 k 19190924 _', '20440 k 19200529 _', '20620 k 19200617 _', '21863 k 19201006 _', '22162 g 19201019 _', '24049 k 19210529 _', '24072 g 19210530 _', '24092 k 19210531 _', '25340 g 19210923 _', '25548 k 19211012 _', '25688 k 19211021 _', '27371 k 19220523 _', '27495 g 19220605 _', '28746 g 19221019 _', '28778 g 19221020 _', '30367 g 19230528 _', '30407 g 19230531 _', '30554 g 19230617 _', '31217 k 19231004 _', '31301 g 19231011 _', '31374 g 19231018 _', '36460 g 19260526 _', '36539 g 19260606 _', '36599 g 19260617 _', '37118 g 19261008 _', '37205 g 19261023 _', '37216 p 19261027 _']"
1302,4822.0,,5 Capr,ALP1 Cap,-12 5683.0,20 12 06.00,-12 49 00.00,20 12 06.3,-12 49 02,20 14 52.587,-12 39 50.579,20 17 38.8,-12 30 29,4.6,4.24,1.07,G0p,G3   Ib,3,5,,,3,5.9,0.02,85,19,,2108,Alpha_Capricorni,3.8,20 15 16,-12 42 04,1950,"['7357 ~ 19161014 -9', '7391 ~ 19161022 +8', '7435 ~ 19161023 +13', '9572 k 19170616 +6', '9608 k 19170618 +9', '10589 k 19170924 _', '10658 k 19170928 _', '13278 k 19180615 _', '17107 k 19190611 _', '17149 k 19190615 _', '18220 k 19190920 _', '18367 k 19190929 _', '18392 k 19191002 _', '20516 g 19200608 _', '20555 k 19200610 _', '21746 g 19200924 _', '21755 g 19200925 _', '22165 g 19201019 _', '56983 g 19380812 _']"
1303,4826.0,,32 Cygn,32 Cyg,+47 3059.0,20 12 24.00,+47 24 00.00,20 12 22.8,+47 24 24,20 13 55.542,+47 33 34.1876,20 15 28.3,+47 42 50,4.2,3.98,1.52,K0,"K5+B4Iab,*",9,4,,,10,6.5,0.011,292,37,,2105,32_Cygni,4.2,20 13 55,+47 33 35,1950,"['7179 ~ 19161003 -4', '7198 ~ 19161004 -10', '7222 ~ 19161005 -16', '9504 k 19170611 +9', '9528 k 19170612 +4', '10588 k 19170924 _', '10615 k 19170925 _', '13277 k 19180615 _', '16959 k 19190530 _', '16999 k 19190601 _', '17022 g 19190603 _', '17045 k 19190605 _', '17138 k 19190613 _', '18236 k 19190923 _', '18283 k 19190926 _', '18315 ~ 19190927 _', '18551 k 19191018 _', '18601 k 19191020 _', '18639 k 19191024 _', '39571 g 19280608 _', '39650 f 19280617 _', '40154 g 19281031 _', '40162 g 19281104 _', '40939 g 19290610 _', '40971 g 19290616 _', '41448 g 19291015 _', '41469 g 19291018 _', '42119 g 19300602 _', '42137 g 19300603 _', '42219 g 19300623 _', '42649 g 19300930 _', '42664 g 19301002 _', '42668 g 19301003 _', '51016 g 19340908 _', '58400 g 19390731 _', '58547 g 19390815 _', '58564 k 19390816 _']"
1304,4829.0,,6 Capr,ALP2 Cap,-12 5685.0,20 12 30.00,-12 51 00.00,20 12 30.3,-12 51 17,20 15 16.611,-12 42 04.118,20 18 03.2,-12 32 41,3.8,3.57,0.94,G5,G8   IIIb,26,5,,,36,6.0,0.061,86,19,,2108,Alpha_Capricorni,3.8,20 15 16,-12 42 04,1950,"['7357 ~ 19161014 -9', '7391 ~ 19161022 +8', '7435 ~ 19161023 +13', '9572 k 19170616 +6', '9608 k 19170618 +9', '10589 k 19170924 _', '10658 k 19170928 _', '13278 k 19180615 _', '17107 k 19190611 _', '17149 k 19190615 _', '18220 k 19190920 _', '18367 k 19190929 _', '18392 k 19191002 _', '20516 g 19200608 _', '20555 k 19200610 _', '21746 g 19200924 _', '21755 g 19200925 _', '22165 g 19201019 _', '56983 g 19380812 _']"
1305,5037.0,,Sigma 2741 A,,+49 3426.0,20 55 18.00,+50 04 00.00,20 55 17.8,+50 04 24,20 56 53.857,+50 16 00.6511,20 58 30.0,+50 27 43,5.8,5.61,-0.15,B8,B5   Vn,3,4,,,6,7.2,0.012,347,48,,2205,Sigma_2741,"5.7/7.0<2""",20 56 53,+50 16 01,1950,"['75359 ~ 19490728 _', '75373 p 19490729 _', '76158 2p 19491022 _', '77902 k 19500906 _', '79533 k 19510822 _', '79792 p 19510923 _', '79844 k 19510927 _', '79866 3g,f 19511002 _', '79918 k 19511004 _', '80084 3g 19511025 _', '81087 p 19520702 _', '81212 3k 19520726 _', '81231 3g 19520728 _', '81755 f 19521009 _', '83021 f 19530928 _', '83205 2k,p 19531012 _', '84465 2k 19540702 _', '84885 k 19540920 _', '84891 g 19540922 _', '84946 f 19540927 _', '87094-5 4k,2f 19551022 _', '88340-1 k 19560824 _', '88793-4 f 19561103 _', '89608-9 g 19570621 _', '90163 p 19581029 _', '91890-1 k 19590904 _', '92034-5 2k,4f 19590923 _', '92044-5 k 19590928 _', '92070-1 2k,f,p 19591003 _', '93148-9 k 19601030 _', '94085-6 2f,p 19610913 _', '94148-9 k,f 19610927 _', '95328-9 f,k 19620706 _', '95696-7 2k,2f 19620930 _', '96729-0 k 19630915 _', '97051-2 g 19631013 _', '97177-8 k 19631030 _', '99085-6 k 19650925 _', '99181-2 2k,2f 19651017 _', '100134-5 2g,2k 19660917 _', '101118-9 k 19670727 _', '104778-9 k 19710627 _', '104804-5 k 19710704 _', '105173-4 k 19711020 _', '105867-8 g 19720702 _', '106059-0 g 19720904 _', '106164-5 g 19721002 _', '106196-7 g 19721008 _']"
1306,5125.0,,15 Aqar,15 Aqr,-5 5512.0,21 12 54.00,-4 57 00.00,21 12 56.3,-04 56 21,21 15 33.710,-04 43 49.504,21 18 11.1,-04 31 09,5.7,5.82,-0.13,B8,B5   V,3,5,,,6,8.4,0.019,25,68,,2241,15_Aquarii,5.7,21 15 33,-04 43 49,1950,"['7839 g 19161111 +9', '7900 g 19161118 +17', '9794 k 19170705 _', '10977 k 19171103 _', '13528 f 19180708 _', '14530 k 19181027 _', '17277 k 19190630 _', '18597 k 19191019 _', '22171 g 19201019 _', '24367 g 19210623 _', '25698 g 19211021 _', '27756 k 19220630 _', '27768 k 19220704 _', '27823 g 19220708 _', '28793 g 19221020 _', '28842 g 19221024 _', '28952 k 19221030 _', '30640 g 19230625 _', '30719 k 19230708 _', '31481 g 19231102 _', '31541 k 19231110 _', '32868 g 19240618 _', '32908 k 19240627 _', '33682 g 19241024 _', '33730 g 19241030 _', '35017 g 19250706 _', '35034 k 19250709 _', '35637 g 19251106 _', '35651 g 19251110 _', '65877 g 19431029 _', '28953 f 19221030 _', '29003 k 19221110 _', '29033 g 19221116 _', '30655 2k 19230626 _', '30669 p 19230629 _', '30700 p 19230707 _', '30717 k 19230708 _', '31444 2k 19231031 _', '31454 g 19231101 _', '31634 g 19231114 _', '32946 w 19240702 _', '35606 k 19251103 _', '38057 g 19270628 _', '38128 g 19270705 _', '38144 w 19270708 _', '38155 f 19270709 _', '38697 g 19271020 _', '38864 g 19271104 _', '41021 g 19290630 _', '41493 g 19291026 _', '42206 g 19300621 _', '42251 k 19300629 _', '42283 k 19300704 _', '42294 g 19300707 _', '42686 g 19301011 _', '42803 g 19301119 _', '44078 k 19310618 _', '44130 k 19310625 _', '44224 f 19310711 _', '44792 2g 19311009 _', '44949 p 19311028 _', '45009 g 19311106 _', '46185 k 19320629 _', '46201 g 19320703 _', '46269 k 19320710 _', '46961 g 19321028 _', '47037 g 19321108 _', '47061 k 19321117 _']"
1307,5134.0,,Sigma 2786 A,,+8 4651.0,21 14 48.00,+9 06 00.00,21 14 46.0,+09 06 11,21 17 12.561,+09 18 47.5049,21 19 39.3,+09 31 29,7,7.0,--,A2,A3   IV,,4,,,3,7.2,0.025,117,20,,2243,Sigma_2786,"7.0/8.1<2.""5",21 17 12,+09 18 48,1950,"['3687 ~ 19151020 +16', '3716 ~ 19151021 +3', '3764 k 19151023 +4', '3900 ~ 19151101 -4', '5707 k 19160621 +6', '5858 k 19160630 +4', '7314 ~ 19161011 broken', '7508 ~ 19161027 +7', '7610 ~ 19161101 +3', '9752 f 19170703 +11', '9775 k 19170704 +4', '9795 k 19170705 -13', '11005 k 19171104 _', '11050 f 19171105 _', '13454 k 19180703 _', '13485 k 19180706 _', '13506 p 19180707 _', '14552 k 19181028 _', '14600 k 19181105 _', '17172 ~ 19190617 _']"
1308,5188.0,,Beta Aqar,BET Aqr,-6 5770.0,21 26 18.00,-6 01 00.00,21 26 17.6,-06 00 40,21 28 55.531,-05 47 31.1326,21 31 33.5,-05 34 16,3.1,2.91,0.83,G0,G0   Ib,-8,4,,,4,6.0,0.019,106,5,,2274,beta_Aquarii,3.1,21 28 55,-05 47 31,1950,"['55509 ~ 19370830 _', '71534 ~ 19461106 _', '72927 ~ 19471022 _', '75864 ~ 19490930 _', '84736 g 19540827 _']"
1309,5391.0,,Br 2942,,+72 1022.0,22 11 06.00,+72 49 00.00,22 11 04.1,+72 48 37,22 11 58.538,+73 03 29.217,22 12 52.6,+73 18 25,6.1,6.08,1.01,G5,K0   II-I*,11,6,,,14,9.8,0.029,22,14,,2373,Sigma_2893,"6.1/8.0<29""",22 11 58,+73 03 31,1950,"['88238 g 19560811 _', '93178 k 19601111 _', '93179 k 19601111 _', '94058 f 19610910 _', '94059 f 19610910 _', '94177 g 19610929 _', '95879 f 19621128 _', '95919 k 19621130 _', '109497 ~ 19780705 _', '109498 ~ 19780705 fog', '109520 f 19780821 _', '109527 ~ 19780822 _', '109616 ~ 19781020 _', '109632 k 19781027 _']"
1310,5523.0,M,Br 3011pre,,,22 42 42.00,-4 45 00.00,22 42 40.7,-04 44 52,22 45 16.126,-04 29 04.2335,22 47 50.1,-04 13 43,7.8,6.66,0.65,,"G2+G8V,V",34,8,,,27,6.4,0.362,214,44,,2433,Sigma_2944,"7.0/7.5<3""",22 45 15,-04 29 19,1950,"['11113 p 19171107 _', '11129 g 19171109 _', '11239 g 19171110 _', '11361 k 19171114 _', '13594 g 19180714 _', '13644 g 19180717 _', '13685 g 19180720 _', '13745 k 19180728 _', '14956 g 19181208 _', '15079 g 19181218 _', '17541 f 19190723 _', '18823 k 19191111 _', '18975 k 19191120 _', '19038 k 19191201 _', '21150 k 19200727 _', '21172 g 19200728 _', '22491 g 19201120 _', '22631 g 19201209 _', '36765 g 19260716 _', '36777 g 19260717 _', '36786 g 19260721 _', '40247 g 19281206 _', '40311 g 19281211 _', '41137 p 19290731 _', '41146 p 19290801 _', '41548 k 19291109 _', '42396 p 19300725 _', '42406 f 19300726 _', '42850 f 19301122 _', '42865 g 19301123 _', '44284 k 19310717 _', '44308 g 19310726 _', '44319 g 19310727 _', '45096 k 19311115 _', '45109 g 19311116 _', '45160 g 19311202 _', '46329 g 19320718 _', '46386 k 19320726 _', '46392 f 19320727 _', '47027 g 19321105 _', '47053 k 19321110 _', '47165 g 19321129 _', '57628 g 19381207 _', '60451 k 19400929 _']"
,5523.0,A,,,,,,22 42 40.7,-04 44 52,22 45 16.126,-04 29 04.2335,22 47 50.1,-04 13 43,,6.75,--,,G2   V,,,,,27,6.4,0.362,214,44,,2433,Sigma_2944,"7.0/7.5<3""",22 45 15,-04 29 19,1950,"['11113 p 19171107 _', '11129 g 19171109 _', '11239 g 19171110 _', '11361 k 19171114 _', '13594 g 19180714 _', '13644 g 19180717 _', '13685 g 19180720 _', '13745 k 19180728 _', '14956 g 19181208 _', '15079 g 19181218 _', '17541 f 19190723 _', '18823 k 19191111 _', '18975 k 19191120 _', '19038 k 19191201 _', '21150 k 19200727 _', '21172 g 19200728 _', '22491 g 19201120 _', '22631 g 19201209 _', '36765 g 19260716 _', '36777 g 19260717 _', '36786 g 19260721 _', '40247 g 19281206 _', '40311 g 19281211 _', '41137 p 19290731 _', '41146 p 19290801 _', '41548 k 19291109 _', '42396 p 19300725 _', '42406 f 19300726 _', '42850 f 19301122 _', '42865 g 19301123 _', '44284 k 19310717 _', '44308 g 19310726 _', '44319 g 19310727 _', '45096 k 19311115 _', '45109 g 19311116 _', '45160 g 19311202 _', '46329 g 19320718 _', '46386 k 19320726 _', '46392 f 19320727 _', '47027 g 19321105 _', '47053 k 19321110 _', '47165 g 19321129 _', '57628 g 19381207 _', '60451 k 19400929 _']"
,5523.0,B,,,,,,22 42 40.5,-04 44 52,22 45 15.926,-04 29 04.2383,22 47 49.9,-04 13 41,,7.6,--,,G8   V,,,,,,,0.343,216,44,,2433,Sigma_2944,"7.0/7.5<3""",22 45 15,-04 29 19,1950,"['11113 p 19171107 _', '11129 g 19171109 _', '11239 g 19171110 _', '11361 k 19171114 _', '13594 g 19180714 _', '13644 g 19180717 _', '13685 g 19180720 _', '13745 k 19180728 _', '14956 g 19181208 _', '15079 g 19181218 _', '17541 f 19190723 _', '18823 k 19191111 _', '18975 k 19191120 _', '19038 k 19191201 _', '21150 k 19200727 _', '21172 g 19200728 _', '22491 g 19201120 _', '22631 g 19201209 _', '36765 g 19260716 _', '36777 g 19260717 _', '36786 g 19260721 _', '40247 g 19281206 _', '40311 g 19281211 _', '41137 p 19290731 _', '41146 p 19290801 _', '41548 k 19291109 _', '42396 p 19300725 _', '42406 f 19300726 _', '42850 f 19301122 _', '42865 g 19301123 _', '44284 k 19310717 _', '44308 g 19310726 _', '44319 g 19310727 _', '45096 k 19311115 _', '45109 g 19311116 _', '45160 g 19311202 _', '46329 g 19320718 _', '46386 k 19320726 _', '46392 f 19320727 _', '47027 g 19321105 _', '47053 k 19321110 _', '47165 g 19321129 _', '57628 g 19381207 _', '60451 k 19400929 _']"
1311,5523.0,M,Br 3011fol,,,22 42 42.00,-4 45 00.00,22 42 40.7,-04 44 52,22 45 16.126,-04 29 04.2335,22 47 50.1,-04 13 43,7.3,6.66,0.65,,"G2+G8V,V",25,8,,,27,6.4,0.362,214,44,,2433,Sigma_2944,"7.0/7.5<3""",22 45 15,-04 29 19,1950,"['11113 p 19171107 _', '11129 g 19171109 _', '11239 g 19171110 _', '11361 k 19171114 _', '13594 g 19180714 _', '13644 g 19180717 _', '13685 g 19180720 _', '13745 k 19180728 _', '14956 g 19181208 _', '15079 g 19181218 _', '17541 f 19190723 _', '18823 k 19191111 _', '18975 k 19191120 _', '19038 k 19191201 _', '21150 k 19200727 _', '21172 g 19200728 _', '22491 g 19201120 _', '22631 g 19201209 _', '36765 g 19260716 _', '36777 g 19260717 _', '36786 g 19260721 _', '40247 g 19281206 _', '40311 g 19281211 _', '41137 p 19290731 _', '41146 p 19290801 _', '41548 k 19291109 _', '42396 p 19300725 _', '42406 f 19300726 _', '42850 f 19301122 _', '42865 g 19301123 _', '44284 k 19310717 _', '44308 g 19310726 _', '44319 g 19310727 _', '45096 k 19311115 _', '45109 g 19311116 _', '45160 g 19311202 _', '46329 g 19320718 _', '46386 k 19320726 _', '46392 f 19320727 _', '47027 g 19321105 _', '47053 k 19321110 _', '47165 g 19321129 _', '57628 g 19381207 _', '60451 k 19400929 _']"
,5523.0,A,,,,,,22 42 40.7,-04 44 52,22 45 16.126,-04 29 04.2335,22 47 50.1,-04 13 43,,6.75,--,,G2   V,,,,,27,6.4,0.362,214,44,,2433,Sigma_2944,"7.0/7.5<3""",22 45 15,-04 29 19,1950,"['11113 p 19171107 _', '11129 g 19171109 _', '11239 g 19171110 _', '11361 k 19171114 _', '13594 g 19180714 _', '13644 g 19180717 _', '13685 g 19180720 _', '13745 k 19180728 _', '14956 g 19181208 _', '15079 g 19181218 _', '17541 f 19190723 _', '18823 k 19191111 _', '18975 k 19191120 _', '19038 k 19191201 _', '21150 k 19200727 _', '21172 g 19200728 _', '22491 g 19201120 _', '22631 g 19201209 _', '36765 g 19260716 _', '36777 g 19260717 _', '36786 g 19260721 _', '40247 g 19281206 _', '40311 g 19281211 _', '41137 p 19290731 _', '41146 p 19290801 _', '41548 k 19291109 _', '42396 p 19300725 _', '42406 f 19300726 _', '42850 f 19301122 _', '42865 g 19301123 _', '44284 k 19310717 _', '44308 g 19310726 _', '44319 g 19310727 _', '45096 k 19311115 _', '45109 g 19311116 _', '45160 g 19311202 _', '46329 g 19320718 _', '46386 k 19320726 _', '46392 f 19320727 _', '47027 g 19321105 _', '47053 k 19321110 _', '47165 g 19321129 _', '57628 g 19381207 _', '60451 k 19400929 _']"
,5523.0,B,,,,,,22 42 40.5,-04 44 52,22 45 15.926,-04 29 04.2383,22 47 49.9,-04 13 41,,7.6,--,,G8   V,,,,,,,0.343,216,44,,2433,Sigma_2944,"7.0/7.5<3""",22 45 15,-04 29 19,1950,"['11113 p 19171107 _', '11129 g 19171109 _', '11239 g 19171110 _', '11361 k 19171114 _', '13594 g 19180714 _', '13644 g 19180717 _', '13685 g 19180720 _', '13745 k 19180728 _', '14956 g 19181208 _', '15079 g 19181218 _', '17541 f 19190723 _', '18823 k 19191111 _', '18975 k 19191120 _', '19038 k 19191201 _', '21150 k 19200727 _', '21172 g 19200728 _', '22491 g 19201120 _', '22631 g 19201209 _', '36765 g 19260716 _', '36777 g 19260717 _', '36786 g 19260721 _', '40247 g 19281206 _', '40311 g 19281211 _', '41137 p 19290731 _', '41146 p 19290801 _', '41548 k 19291109 _', '42396 p 19300725 _', '42406 f 19300726 _', '42850 f 19301122 _', '42865 g 19301123 _', '44284 k 19310717 _', '44308 g 19310726 _', '44319 g 19310727 _', '45096 k 19311115 _', '45109 g 19311116 _', '45160 g 19311202 _', '46329 g 19320718 _', '46386 k 19320726 _', '46392 f 19320727 _', '47027 g 19321105 _', '47053 k 19321110 _', '47165 g 19321129 _', '57628 g 19381207 _', '60451 k 19400929 _']"
,,,Mean,,-4 5757.0,,,,,0,0,,,,--,--,G0,--,29,5,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1312,5587.0,,Alpha Pegs,ALP Peg,+14 4926.0,22 59 48.00,+14 40 00.00,22 59 46.7,+14 40 01,23 02 15.875,+14 56 10.4064,23 04 45.7,+15 12 18,2.6,2.49,-0.04,A0,B9   V,25,5,,,34,7.0,0.074,121,16,,2466,alpha_Pegasi,2.6,23 02 16,+14 56 08,1950,"['372 k 19141022 -8', '437 ~ 19141030 -13,do_not_measure', '463 4k 19141031 -40', '592 k 19141106 -11', '638 4f 19141110 +10', '2688 k 19150722 -13', '4059 k 19151111 +14', '6111 k 19160720 -13', '6169 p 19160725 -18', '8188 k 19161206 +3', '8240 k 19161210 +7', '9855 k 19170719 +14', '9896 g 19170721 +10', '9906 k 19170722 0', '11153 k 19171108 _', '11181 g 19171109 _']"
1313,5755.0,,19 Pisc,19 Psc,+2 4709.0,23 41 18.00,+2 56 00.00,23 41 16.8,+02 55 55,23 43 50.196,+03 12 34.5123,23 46 23.5,+03 29 12,5.3,5.04,2.6,Na,"C7,2",-2,7,,,-4,7.9,0.037,239,30,,2550,19_Piscium,5.3,23 43 50,+03 12 33,1950,"['67875 ~ 19441017 _', '82767 g 19530831 _', '82786 g 19530902 _', '82808 p 19530908 _', '82941 f,p 19530917 _', '83084 2k 19531001 _', '83160 k 19531008 _', '84797 p 19540902 _', '84926 w 19540926 _', '85256 ~ 19541126 _', '87102 2g 19551022 _', '87272 g,p 19551206 _', '87295 k 19551216 _', '88180-1 3f 19560803 _', '88197-8 3g,k 19560808 _', '90140-1 g 19571111 _', '92946-7 k 19600826 _', '92967 k 19600829 _', '98374-5 g 19641123 _', '98849 f 19650812 _', '101359-0 k 19671021 _', '105956-7 k 19720816 _', '107073 ~ 19730803 off_cent', '108384 ~ 19760818 _', '108399 k 19760820 _', '108406 ~ 19760821 _', '108407 ~ 19760821 _', '108475 ~ 19760918 _', '108476 ~ 19760918 _', '108489 ~ 19760919 _']"
1314,,,Sigma 3060 A,,,,,,,0,0,,,8.5,--,--,K0,--,3,7,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1315,,,Sigma 3060 B,,,,,,,0,0,,,8.7,--,--,K0,--,1,7,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,Mean,,+17 5036.0,00 00 48.00,+17 31 00.00,,,0,0,,,,--,--,,--,2,5,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1316,,,Sigma 3062,,+57 2865.0,00 01 00.00,+57 53 00.00,,,0,0,,,6.1,--,--,G5,--,60,6,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317,396.0,M,Sigma 186,SIG 186,+1 347.0,01 50 42.00,+1 21 00.00,01 50 43.5,+01 21 16,01 53 17.978,+01 36 01.0472,01 55 53.7,+01 50 59,6.2,6.01,0.56,G0,"F7+G0V,V",14,6,,,31,5.6,0.246,39,37,,200,Sigma_186,"7.2/7.2<1""",01 53 19.00,+01 36 10.0,1950,"['14128 pi 19180909', '14147 k 19180913', '15407 p 19190116', '18000 g 19190904', '22812 k 19210108', '22963 g 19210110', '25029 g 19210824', '25048 k 19210825', '25101 k 19210828', '26110 k 19211230', '26130 g 19220106', '26195 k 19220109', '26269 g 19220116', '28078 k 19220813', '28132 k 19220819', '28147 k 19220820', '31872 g 19231229', '31896 k 19240107', '32004 2k 19240115', '32007 2k 19240118', '33251 g 19240818', '33307 g 19240828', '33919 g 19250106', '33958 k 19250114', '35265 g 19250823', '35270 k 19250824', '35299 f 19250827', '35920 g 19251231', '36866 g 19260826', '37409 g 19270117', '38331 g 19270901', '38962 g 19271222', '38988 g 19280103', '39011 g 19280106', '39880 g 19280826', '39887 g 19280827', '39891 g 19280828']"
